	wmo	lat	lon	station	date_min	date_max
650	20674	  73.50	  80.33	Ostrov Dikson / Dikson Island, Russia	1932-08-01 00:00:00	2009-11-19 00:00:00
651	20744	  72.38	  52.73	Malye Karmakuly, Novaya Zemlya, Russia	1966-07-01 00:00:00	2009-09-17 00:00:00
652	20891	  71.98	 102.47	Khatanga, Russia	1950-05-08 00:00:00	2009-05-25 00:00:00
653	20964	  70.37	  74.13	Tadebyayakha / Tadibejaxa, Russia	1960-12-01 00:00:00	1960-12-01 00:00:00
654	21358	  76.15	 152.83	Ostrov Zhokhova, Russia	1958-11-01 00:00:00	1991-05-09 00:00:00
655	21432	  75.996	 137.888	Ostrov Kotel'nyj, Russia	1946-01-01 00:00:00	2010-10-03 00:00:00
656	21504	  74.67	 112.93	Ostrov Preobrazheniya, Russia	1958-03-01 00:00:00	1996-08-26 00:00:00
657	21647	  73.18	 143.53	Mys Shalaurova, Russia	1958-01-01 00:00:00	1997-08-23 00:00:00
658	21824	  71.58	 128.92	Tiksi, Russia	1946-01-01 00:00:00	2002-08-02 00:00:00
659	21946	  70.62	 147.88	Chokurdakh / Chokurdah, Russia	1961-01-01 00:00:00	2002-05-31 00:00:00
660	21965	  70.63	 162.40	Ostrov Chetyrekhstolbovoy, Russia	1933-09-01 00:00:00	1994-03-29 00:00:00
661	21982	  70.97	-178.55	Ushakovskoye, Ostrov Vrangelja, Russia	1942-01-01 00:00:00	1999-03-09 00:00:00
662	22003	  69.93	  31.98	Vaitolahti, Finland / Vaytolakhti, Russia	1932-09-01 00:00:00	1933-09-01 00:00:00
663	22006	  69.53	  31.22	Petsamo, Finland / Pechenga, Russia	1926-01-01 00:00:00	1937-01-01 00:00:00
664	22113	  68.98	  33.13	Murmansk, Russia	1919-02-25 00:00:00	2006-11-29 00:00:00
665	22165	  68.65	  43.30	Kanin Nos, Russia	1957-01-01 00:00:00	1962-10-01 00:00:00
666	22212	  67.96	  32.87	Monchegorsk / Lumbushi (?), Russia	1919-02-25 00:00:00	1919-09-13 00:00:00
667	22217	  67.13	  32.43	Kandalaksha / Kandalaksa, Russia	1957-09-03 00:00:00	2006-12-08 00:00:00
668	22271	  67.88	  44.17	Shoyna / Sojna, Russia	1951-09-01 00:00:00	2006-10-28 00:00:00
669	22522	  64.97	  34.67	Kem', Russia	1950-10-11 00:00:00	1999-10-23 00:00:00
670	22543	  64.6246	  40.5115	Arkhangel'sk (21st Sawmill Settlement), Russia	2011-02-28 00:00:00	2011-02-28 00:00:00
671	22550	  64.56	  40.53	Arkhangel'sk, Russia	1919-02-25 00:00:00	2011-02-28 00:00:00
672	22768	  62.10	  42.90	Shenkursk, Russia	1953-02-01 00:00:00	1954-12-01 00:00:00
673	22802	  61.67	  30.68	Sortavala, Finland	1920-01-01 00:00:00	1991-01-10 00:00:00
674	22820	  61.75	  34.35	Petrozavodsk, Russia	1957-01-20 00:00:00	2007-02-20 00:00:00
675	22845	  61.52	  38.93	Kargopol, Russia	1962-10-02 00:00:00	2007-01-10 00:00:00
676	22892	  60.72	  28.73	Viipuri, Finland / Vyborg, Russia	1925-01-01 00:00:00	1933-01-01 00:00:00
677	22893	  60.73	  28.63	(made up station ID) Suur-Merijoki, Finland / Seleznevo, Russia	1932-01-01 00:00:00	1933-09-01 00:00:00
678	22895	  60.65	  28.62	(made up station ID) Turkinsaari, Finland / Mayapokhya, Russia	1932-01-01 00:00:00	1933-01-01 00:00:00
679	23022	  69.77	  61.68	Amderma, Russia	1947-01-01 00:00:00	1998-09-30 00:00:00
680	23074	  69.40	  86.17	Dudinka, Russia	1951-08-01 00:00:00	1960-12-01 00:00:00
681	23078	  69.33	  88.10	Norilsk, Russia	1956-01-01 00:00:00	1995-05-18 00:00:00
682	23146	  68.47	  73.60	Mys Kamennyy / Mys Kamenniy, Russia	1953-09-01 00:00:00	1991-12-29 00:00:00
683	23205	  67.65	  53.02	Nar'yan-Mar / Nar'jan-Mar, Russia	1940-01-01 00:00:00	2007-01-14 00:00:00
684	23274	  67.47	  86.57	Igarka, Russia	1949-01-01 00:00:00	1974-05-10 00:00:00
685	23329	  66.53	  66.53	(made up station ID) Salekhard ozonesondes, Russia	1998-01-01 00:00:00	1998-01-01 00:00:00
686	23330	  66.53	  66.55	Salekhard, Russia	1944-08-01 00:00:00	2004-05-10 00:00:00
687	23418	  65.12	  57.22	Pechora, Russia	1953-02-16 00:00:00	2007-02-14 00:00:00
688	23472	  65.78	  87.95	Turuhansk, Russia	1950-01-01 00:00:00	2006-11-07 00:00:00
689	23552	  64.92	  77.82	Tarko-Sale, Russia	1953-01-01 00:00:00	1998-09-06 00:00:00
690	23804	  61.70	  50.90	Syktyvkar, Russia	1939-03-21 00:00:00	2006-12-05 00:00:00
691	23884	  61.63	  90.23	Podkamennaia Tunguska, Russia	1950-02-02 00:00:00	2007-01-24 00:00:00
692	23921	  60.70	  60.43	Ivdel', Russia	1952-01-01 00:00:00	2002-07-19 00:00:00
693	23933	  60.97	  69.10	Khanty-Mansiysk, Russia	1944-01-01 00:00:00	2008-05-23 00:00:00
694	23955	  60.43	  77.87	Aleksandrovskoe, Russia	1948-11-01 00:00:00	2004-01-05 00:00:00
695	24125	  68.53	 112.55	Olenek, Russia	1955-05-10 00:00:00	1999-10-28 00:00:00
696	24266	  67.55	 133.40	Verhojansk / Verkhoyansk, Russia	1926-01-01 00:00:00	2001-03-01 00:00:00
697	24343	  66.77	 123.40	Zhigansk, Russia	1950-12-07 00:00:00	1999-11-14 00:00:00
698	24507	  64.28	 100.28	Tura, Russia	1951-01-01 00:00:00	2007-01-18 00:00:00
699	24641	  63.77	 121.62	Vilyuysk, Russia	1950-11-07 00:00:00	2000-02-11 00:00:00
700	24688	  63.27	 143.15	Ebe, Russia	1944-01-01 00:00:00	2003-02-01 00:00:00
701	24726	  62.55	 113.88	UERR Mirnyy AP, Russia	1964-09-01 00:00:00	2003-10-07 00:00:00
702	24759	  62.02	 129.68	Yakutsk - Observatory, Russia	1925-01-01 00:00:00	1963-04-01 00:00:00
703	24790	  62.80	 148.17	Susuman, Russia	1949-11-01 00:00:00	1991-08-26 00:00:00
704	24793	  62.85	 149.77	Shturmovoy, Russia	1955-04-01 00:00:00	1959-06-01 00:00:00
705	24817	  61.25	 108.03	Yerbogachen, Russia	1950-01-01 00:00:00	1996-07-15 00:00:00
706	24908	  60.33	 102.27	Vanavara, Russia	1952-12-01 00:00:00	2004-01-07 00:00:00
707	24944	  60.40	 120.42	Olekminsk, Russia	1950-10-11 00:00:00	1999-11-01 00:00:00
708	24959	  62.10	 129.77	UEEE Yakutsk / Jakutsk AP, Russia	1957-06-30 00:00:00	1998-09-10 00:00:00
709	24966	  60.42	 134.47	Petropavlovsk / Charan, Yakutia, Russia	1925-01-01 00:00:00	1927-01-01 00:00:00
710	25042	  69.93	 167.97	Ostrov Ajon, Russia	1960-03-01 00:00:00	1997-09-01 00:00:00
711	25123	  68.75	 161.30	Cherskiy, Russia	1968-01-31 00:00:00	2005-02-25 00:00:00
712	25173	  68.92	-179.42	Mys Shmidta, Russia	1935-01-01 00:00:00	1998-11-27 00:00:00
713	25206	  67.45	 153.68	Srednekolymsk, Russia	1957-07-01 00:00:00	1962-01-01 00:00:00
714	25282	  67.85	-175.83	Vankarem, Russia	1974-09-01 00:00:00	1974-09-01 00:00:00
715	25399	  66.17	-169.83	Uelen, Mys Uzlen, Russia	1954-01-01 00:00:00	1998-06-29 00:00:00
716	25400	  65.73	 150.90	Zyryanka, Russia	1954-07-02 00:00:00	2000-04-19 00:00:00
717	25428	  65.22	 160.57	Omolon / Shcherbakovo, Russia	1957-11-11 00:00:00	2007-05-28 00:00:00
718	25551	  64.68	 170.42	Markovo, Russia	1955-02-20 00:00:00	1993-03-12 00:00:00
719	25563	  64.75	 177.48	Anadyr', Russia	1940-10-23 00:00:00	2003-07-16 00:00:00
720	25594	  64.43	-173.23	Buhta Provideniya, Russia	1942-09-01 00:00:00	1991-05-31 00:00:00
721	25677	  63.07	 179.35	Beringovskiy / Bukhta Ugol' Naya, Russia	1949-06-01 00:00:00	1995-10-18 00:00:00
722	25703	  62.92	 152.42	Seymchan, Russia	1955-04-26 00:00:00	2004-10-22 00:00:00
723	25822	  61.95	 160.87	Kushka + Giziga, Russia	1955-04-26 00:00:00	1991-11-29 00:00:00
724	25913	  59.58	 150.82	Magadan (Nagayevo), Russia	1950-03-14 00:00:00	2002-08-23 00:00:00
725	25954	  60.37	 166.00	Korf, Russia	1952-01-01 00:00:00	2006-04-20 00:00:00
726	26038	  59.45	  24.80	Tallinn, Estonia	1946-03-01 00:00:00	1998-04-17 00:00:00
727	26063	  59.98	  30.60	Leningrad (Voyeykovo - Voeikov Main Geophysical Observatory), USSR	1945-01-01 00:00:00	2007-01-01 00:00:00
728	26065	  59.93	  30.32	Leningrad - Chosseynor, USSR	1954-01-01 00:00:00	1956-12-01 00:00:00
729	26066	  59.68	  30.48	Pavlovsk / Slutsk - Konstantinov Observatory, Russia	1902-12-04 00:00:00	1941-03-09 00:00:00
730	26242	  58.30	  26.73	Tartu, Estonia	9999999	9999999
731	26258	  57.83	  28.35	Pskov, Russia	1948-10-04 00:00:00	1998-09-08 00:00:00
732	26298	  57.93	  34.12	Bologoye / Bologoe, Russia	1952-06-01 00:00:00	2002-12-17 00:00:00
733	26406	  56.52	  21.00	Liepaja, Latvia	1950-11-11 00:00:00	1992-12-31 00:00:00
734	26422	  56.98	  24.08	Riga - Spilve AP, Latvia	1942-01-01 00:00:00	2005-10-14 00:00:00
735	26435	  56.65	  25.13	Skriveri, Latvia	2006-05-20 00:00:00	2006-05-20 00:00:00
736	26477	  56.34	  30.53	Velikiye Luki, Russia	1939-04-14 00:00:00	2007-02-21 00:00:00
737	26628	  54.92	  23.93	Kaunas - Observatory, Lithuania	1945-06-01 00:00:00	1957-01-01 00:00:00
738	26629	  54.88	  23.88	EYKS Kaunas - S. Dariaus AP, Lithuania	1957-07-01 00:00:00	1962-01-01 00:00:00
739	26695	  55.23	  34.32	Viazma, Russia	9999999	9999999
740	26702	  54.72	  20.56	Devau AP, Koenigsberg, East Prussia, Germany	1927-04-01 00:00:00	2011-04-20 00:00:00
741	26730	  54.63	  25.28	Vilnius / Wilno Astronomical Observatory, Lithuania	9999999	9999999
742	26763	  54.50	  30.38	Orsha, USSR	1939-04-14 00:00:00	1941-11-05 00:00:00
743	26781	  54.75	  32.07	Smolensk, Russia	1935-01-01 00:00:00	2003-08-04 00:00:00
744	26850	  53.90	  27.57	Minsk, Belarus	1935-01-01 00:00:00	1998-03-31 00:00:00
745	27037	  59.32	  39.83	ULWW Vologda AP, Russia	1943-01-01 00:00:00	2011-02-28 00:00:00
746	27038	  59.3182	  39.9256	Vologda (Semenkovo-2), Russia	2011-02-28 00:00:00	2011-02-28 00:00:00
747	27196	  58.65	  49.62	Kirov (Fileyskoye), Russia	1947-02-07 00:00:00	1994-12-27 00:00:00
748	27199	  58.60	  49.63	Kirov, Russia	1994-12-28 00:00:00	2000-09-08 00:00:00
749	27331	  57.58	  39.92	Yaroslavl', Russia	1950-06-01 00:00:00	1953-02-01 00:00:00
750	27333	  57.73	  40.95	Kostroma, Russia	1935-01-01 00:00:00	1938-01-01 00:00:00
751	27459	  56.27	  44.00	Nizhniy Novgorod / Gorky, Russia	1994-08-01 00:00:00	2006-10-18 00:00:00
752	27553	  56.22	  43.82	UWGG Nizhnij Novgorod / Gorky (Strigino AP), Russia	1943-12-01 00:00:00	1994-07-31 00:00:00
753	27595	  55.75	  49.13	Kazan', Russia	1935-01-01 00:00:00	2004-04-09 00:00:00
754	27612	  55.75	  38.12	Moscow / Moskva (Kutchino - Aerodynamics Institute), Russia	1905-04-06 00:00:00	2007-01-30 00:00:00
755	27613	  55.60	  37.27	(made up station ID) UUWW Moscow / Moskva (Vnukovo - Vnukovo AP), Russia, airplane soundings	1961-01-01 00:00:00	1963-01-01 00:00:00
756	27707	  54.10	  35.33	Sukhinichi, Russia	1960-12-01 00:00:00	2002-06-10 00:00:00
757	27730	  54.63	  39.70	Rjazan', Russia	1994-08-02 00:00:00	2000-06-01 00:00:00
758	27731	  54.62	  39.72	Ryazan, Russia	1962-01-03 00:00:00	1994-08-02 00:00:00
759	27944	  52.73	  41.47	Tambov, Russia	1994-08-01 00:00:00	1995-05-30 00:00:00
760	27947	  52.70	  41.38	Tambov, Russia	1948-08-26 00:00:00	1994-08-01 00:00:00
761	27962	  53.13	  45.02	Penza, Russia	1961-01-09 00:00:00	2004-03-20 00:00:00
762	27995	  52.98	  49.43	Samara (Bezencuk), Russia	1994-08-01 00:00:00	2005-07-01 00:00:00
763	28225	  58.02	  56.30	Perm' / Molotov, Russia	1960-12-01 00:00:00	2007-01-04 00:00:00
764	28275	  58.13	  68.22	Tobol'sk, Russia	1951-11-13 00:00:00	2006-12-02 00:00:00
765	28440	  56.80	  60.60	USSS Sverdlovsk (Kol'tsovo AP), USSR	1936-01-01 00:00:00	1994-07-26 00:00:00
766	28441	  56.80	  60.60	(made up station ID) Sverdlovsk, USSR, airplane soundings	1939-05-10 00:00:00	1940-09-06 00:00:00
767	28445	  56.73	  61.07	Verkhneye Dubrovo / Verhnee Dubrovo, Russia	1994-08-20 00:00:00	2000-01-11 00:00:00
768	28552	  56.08	  63.63	Shadrinsk / Sadrinsk, Russia	1975-10-01 00:00:00	1975-10-01 00:00:00
769	28661	  55.47	  65.40	Kurgan, Russia	1955-01-02 00:00:00	2003-09-04 00:00:00
770	28698	  55.00	  73.40	Omsk, Russia	1939-01-10 00:00:00	2007-02-25 00:00:00
771	28722	  54.72	  55.92	Ufa, Russia	1946-10-01 00:00:00	2007-02-07 00:00:00
772	28900	  53.25	  50.45	Samara / Kuybyshev (Bezenchuk), Russia	1946-08-01 00:00:00	1994-08-01 00:00:00
773	28901	  53.23	  50.17	Samara / Kuybyshev (observatory), Russia	1935-08-01 00:00:00	1942-06-22 00:00:00
774	28951	  53.22	  63.62	Qostanay / Kustanay / Kostanay / Kostanai, Kazakhstan	2011-11-07 00:00:00	2011-11-07 00:00:00
775	28952	  53.22	  63.62	Qostanay / Kustanay / Kostanay / Kostanai, Kazakhstan	1950-10-12 00:00:00	2011-11-07 00:00:00
776	29231	  58.32	  82.97	Kolpashevo, Russia	1951-08-08 00:00:00	2000-12-14 00:00:00
777	29263	  58.45	  92.17	Yeniseysk, Russia	1964-04-26 00:00:00	2006-08-31 00:00:00
778	29282	  58.42	  97.50	Boguchany, Russia	1950-12-05 00:00:00	2007-02-18 00:00:00
779	29572	  56.1827	  92.6047	UNKL Krasnoyarsk - Emel'janovo AP, Russia	1994-08-01 00:00:00	2007-01-22 00:00:00
780	29574	  56.00	  92.88	Krasnoyarsk, Russia	1961-03-01 00:00:00	1994-08-01 00:00:00
781	29612	  55.33	  78.35	Barabinsk, Russia	1958-07-07 00:00:00	2000-07-30 00:00:00
782	29634	  55.06	  83.08	Novosibirsk Airport, Russia	1935-08-01 00:00:00	2010-08-10 00:00:00
783	29635	  55.06	  83.08	(made up station ID) Novosibirsk, Russia, airplane soundings	1939-01-12 00:00:00	1941-06-22 00:00:00
784	29637	  54.97	  82.95	Novosibirsk (Bugry), Russia	1958-05-01 00:00:00	1960-10-01 00:00:00
785	29698	  54.88	  99.07	Nizhneudinsk, Russia	1949-12-01 00:00:00	2005-12-12 00:00:00
786	29838	  53.33	  83.67	Barnaul, Russia	1963-01-01 00:00:00	1994-12-29 00:00:00
787	29839	  53.35	  83.82	Barnaul, Russia	2000-09-28 00:00:00	2003-09-24 00:00:00
788	29846	  53.77	  87.23	Novokuznetsk, Russia	1955-01-01 00:00:00	1956-12-01 00:00:00
789	29862	  53.77	  91.32	UNAA Abakan / Hakasskaja - Abakan AP, Russia	1994-08-01 00:00:00	2006-08-30 00:00:00
790	29865	  53.75	  91.38	Abakan, Russia	1960-10-01 00:00:00	1994-08-01 00:00:00
791	30054	  59.45	 112.58	Vitim, Russia	1951-09-22 00:00:00	2004-07-11 00:00:00
792	30230	  57.80	 108.13	Kirensk, Russia	1941-08-01 00:00:00	2003-03-31 00:00:00
793	30309	  56.35	 101.73	Bratsk, Russia	1966-11-01 00:00:00	2004-01-08 00:00:00
794	30372	  56.92	 118.25	Chara, Russia	1963-12-01 00:00:00	2004-07-28 00:00:00
795	30521	  54.82	 105.17	Zhigalovo, Russia	1950-12-24 00:00:00	1996-07-01 00:00:00
796	30554	  54.47	 113.58	Bagdarin / Bogdarin, Russia	1950-12-02 00:00:00	2004-07-28 00:00:00
797	30635	  53.42	 109.02	Ust'-Barguzin, Russia	1951-09-01 00:00:00	2011-03-21 00:00:00
798	30673	  53.75	 119.77	Mogocha, Russia	1951-10-01 00:00:00	2001-09-06 00:00:00
799	30692	  53.98	 123.97	Skovorodino, Russia	1950-01-01 00:00:00	1996-08-15 00:00:00
800	30710	  52.30	 104.30	UIII Irkutsk, Russia	1940-02-12 00:00:00	1988-11-30 00:00:00
801	30715	  52.48	 103.85	Angarsk, Russia	1988-12-01 00:00:00	2009-12-31 00:00:00
802	30719	  52.27	 104.32	Irkutsk Observatory, Russia	1958-05-01 00:00:00	1959-10-01 00:00:00
803	30758	  52.10	 113.50	Chita / Cita, Russia	1940-02-20 00:00:00	1996-08-22 00:00:00
804	30935	  50.37	 108.77	Krasnyy Chikoy, Russia	1949-09-01 00:00:00	2000-03-04 00:00:00
805	30954	  50.68	 113.58	Duldurga, Russia	1975-10-01 00:00:00	1975-10-01 00:00:00
806	30965	  50.38	 116.52	Borzya, Russia	1957-08-01 00:00:00	2004-07-29 00:00:00
807	31004	  58.62	 125.37	Aldan, Russia	1950-02-06 00:00:00	1999-09-25 00:00:00
808	31088	  59.40	 143.07	Okhotsk, Russia	1963-01-01 00:00:00	2004-07-28 00:00:00
809	31168	  56.45	 138.15	Ayan, Russia	1950-08-01 00:00:00	2010-12-06 00:00:00
810	31300	  53.70	 127.32	Zeya / Zeja, Russia	1952-12-01 00:00:00	2003-01-27 00:00:00
811	31329	  53.07	 132.93	Ekimchan, Russia	1962-12-01 00:00:00	1996-08-03 00:00:00
812	31369	  53.15	 140.67	Nikolaevsk-na-Amure, Russia	1958-10-01 00:00:00	2003-02-13 00:00:00
813	31510	  50.27	 127.53	Blagoveshchensk, Russia	1940-02-21 00:00:00	2004-11-12 00:00:00
814	31538	  50.05	 132.18	Sutur, Russia	1959-01-01 00:00:00	2005-09-22 00:00:00
815	31561	  50.53	 136.98	Komsomol'sk-na-Amure, Russia	1940-02-10 00:00:00	1995-11-16 00:00:00
816	31707	  47.73	 130.97	Yekaterino-Nikol'skoye, Russia	1948-07-02 00:00:00	1994-12-08 00:00:00
817	31735	  48.50	 135.10	Khabarovsk, Russia	1940-02-10 00:00:00	1994-08-01 00:00:00
818	31736	  48.53	 135.23	Khabarovsk, Russia	1994-08-01 00:00:00	2005-03-05 00:00:00
819	31770	  49.00	 140.27	Oktyabr'skiy / Sovetskaya Gavan', Russia	1964-09-07 00:00:00	2008-12-24 00:00:00
820	31873	  45.92	 133.73	Dal'nerechensk / Iman, Russia	1957-01-03 00:00:00	2004-07-29 00:00:00
821	31909	  45.05	 136.62	Terney, Russia	1950-09-02 00:00:00	1996-04-24 00:00:00
822	31960	  43.15	 131.88	UHWW Vladivostok, Russia	1940-03-06 00:00:00	1994-07-31 00:00:00
823	31977	  43.27	 132.05	Vladivostok - Sad-Gorod, Russia	1994-08-11 00:00:00	2002-08-31 00:00:00
824	32061	  50.90	 142.15	Aleksandrovsk-Sakhalinskiy / Aleksandrovsk, Sakhalin, Russia	1951-09-02 00:00:00	2005-09-05 00:00:00
825	32098	  49.22	 143.10	Poronajsk, Sakhalin, Russia	1970-02-11 00:00:00	2005-12-08 00:00:00
826	32099	  48.65	 144.73	Mys Terpeniya, Sakhalin, Russia	1964-06-27 00:00:00	1970-02-13 00:00:00
827	32150	  46.88	 142.73	UHSS Yuzhno-Sahalinsk (Khomutovo AP), Sakhalin, Russia	1948-01-04 00:00:00	2002-11-13 00:00:00
828	32165	  44.03	 145.85	Yuzhno-Kuril'sk, Kunashir Is., Russia	1950-06-01 00:00:00	1995-05-05 00:00:00
829	32186	  46.20	 150.52	Urup, Kuril Islands, Russia	1961-09-24 00:00:00	1996-04-30 00:00:00
830	32195	  46.85	 151.87	Kostochko, Simushir Island, Kuril Islands, Russia	1953-03-01 00:00:00	1961-09-01 00:00:00
831	32215	  50.70	 156.23	Severo-Kuril'sk, Kuril Islands, Russia	1994-08-16 00:00:00	2003-07-31 00:00:00
832	32217	  50.02	 155.40	Vasil'yevo (O. Paramushir), Kuril Islands, Russia	1953-07-13 00:00:00	1994-06-01 00:00:00
833	32247	  59.81	 163.40	(made up station ID) Belorechensk / Kichiga, Russia	1940-05-12 00:00:00	1940-05-12 00:00:00
834	32389	  56.32	 160.83	Klyuchi, Russia	1950-06-22 00:00:00	2003-11-01 00:00:00
835	32477	  54.30	 155.97	Sobolevo, Russia	1965-07-01 00:00:00	2012-05-12 00:00:00
836	32540	  53.05	 158.72	Petropavlovsk-Kamchatskiy / Petropavlovsk, Russia	1940-02-25 00:00:00	2003-10-22 00:00:00
837	32618	  55.20	 165.95	Nikol'skoe, Russia	1957-08-01 00:00:00	1996-12-30 00:00:00
838	33008	  52.12	  23.67	Brest, Belarus	1951-05-21 00:00:00	2002-03-01 00:00:00
839	33036	  52.03	  29.18	Mazyr / Mozyr, Belarus	1957-07-01 00:00:00	1972-01-01 00:00:00
840	33041	  52.45	  31.03	Homyel' / Gomel', Belarus	1970-01-26 00:00:00	2004-08-06 00:00:00
841	33317	  50.18	  27.05	Shepetivka / Shepetovka, Ukraine	1957-12-28 00:00:00	2009-12-28 00:00:00
842	33345	  50.40	  30.50	Kyyiv / Kiev, Ukraine	1935-01-01 00:00:00	2012-07-15 00:00:00
843	33347	  50.33	  30.97	Boryspil / Borispol, Ukraine	1935-01-01 00:00:00	1938-01-01 00:00:00
844	33393	  49.82	  23.95	L'viv / L'vov, Ukraine	1947-02-06 00:00:00	2012-01-06 00:00:00
845	33506	  49.60	  34.55	Poltava, Ukraine	1946-11-01 00:00:00	1949-09-01 00:00:00
846	33631	  48.63	  22.27	UKLU Uzhhorod AP, Ukraine	1953-02-16 00:00:00	2009-02-13 00:00:00
847	33658	  48.27	  25.97	UKLN Chernivtsi AP, Ukraine	1951-01-01 00:00:00	2011-11-23 00:00:00
848	33662	  48.63	  27.67	(made up station ID) Nizhniy Ol'chedayev Meteorological Observatory, Ukraine	1907-08-03 00:00:00	1909-10-01 00:00:00
849	33699	  48.05	  30.85	Pervomays'k / Pervomaisk, Ukraine	1957-01-01 00:00:00	1957-01-01 00:00:00
850	33791	  47.93	  33.33	Kryvyi Rih / Krivoy Rog, Ukraine	1959-12-01 00:00:00	2011-07-17 00:00:00
851	33815	  47.00	  28.87	Chisinau / Kishinev, Moldova	1946-10-01 00:00:00	2002-10-11 00:00:00
852	33837	  46.43	  30.68	UKOO Odesa / Odessa AP, Ukraine	1943-01-01 00:00:00	2011-11-15 00:00:00
853	33838	  46.40	  30.80	Odesa / Odessa (observatory), Ukrain	1935-01-01 00:00:00	1939-12-01 00:00:00
854	33946	  44.92	  34.05	UKFF Simferopol' AP, Ukraine	1949-08-01 00:00:00	2010-11-04 00:00:00
855	33966	  45.0455	  34.5983	Krimska, Ukraine	2010-11-17 00:00:00	2011-10-19 00:00:00
856	33994	  44.60	  33.53	Sevastopol, Ukraine	1935-01-01 00:00:00	1941-01-25 00:00:00
857	34009	  51.75	  36.15	Kursk, Russia	1945-03-01 00:00:00	2002-10-01 00:00:00
858	34122	  51.67	  39.22	Voronezh / Voronez, Russia	1935-01-01 00:00:00	2000-05-26 00:00:00
859	34139	  51.05	  40.70	Vysokoye - Kamennaya Steppe, Russia	1952-11-01 00:00:00	1961-11-01 00:00:00
860	34172	  51.57	  46.03	Saratov, Russia	1935-01-01 00:00:00	2010-05-25 00:00:00
861	34186	  51.37	  48.27	Ershov / Yershov, Russia	1935-01-01 00:00:00	1939-12-01 00:00:00
862	34247	  50.42	  41.02	Kalac, Russia	1961-11-03 00:00:00	2006-04-26 00:00:00
863	34300	  49.90	  36.30	Kharkiv, Ukraine	1936-01-01 00:00:00	2011-07-16 00:00:00
864	34560	  48.77	  44.37	Volgograd, Russia	1947-04-01 00:00:00	2000-03-08 00:00:00
865	34731	  47.25	  39.75	Rostov-na-Donu, Russia	1935-01-01 00:00:00	2007-02-12 00:00:00
866	34858	  45.92	  43.35	Divnoye, Russia	1950-12-01 00:00:00	2003-12-13 00:00:00
867	34866	  46.18	  45.35	Yashkul / Peschanoye / Peschanyy, Russia	1957-01-01 00:00:00	1957-01-01 00:00:00
868	34880	  46.34	  48.04	Astrakhan, Russia	1935-01-01 00:00:00	2006-02-14 00:00:00
869	34929	  45.03	  39.00	Krasnodar, Russia	1940-05-28 00:00:00	1940-05-28 00:00:00
870	35108	  51.25	  51.40	Ural'sk, Kazakhstan	1950-12-05 00:00:00	1996-02-01 00:00:00
871	35121	  51.80	  55.10	Orenburg / Chkalov, Russia	1939-01-11 00:00:00	2000-12-19 00:00:00
872	35188	  51.13	  72.37	Tselenograd, Kazakhstan	1955-01-01 00:00:00	1956-12-01 00:00:00
873	35225	  50.75	  56.53	Mortyq / Martuk, Kazakhstan	9999999	9999999
874	35229	  50.28	  57.15	Aqtobe / Aktiubinsk, Kazakhstan	1941-05-24 00:00:00	2011-12-14 00:00:00
875	35361	  50.17	  65.20	Amangel'dy, Kazakhstan	1961-12-01 00:00:00	1990-01-19 00:00:00
876	35394	  49.88	  73.12	Qaraghandy / Karaganda, Kazakhstan	1941-06-12 00:00:00	2011-12-08 00:00:00
877	35671	  47.80	  67.72	Zhezkazgan, Kazakhstan	1961-03-22 00:00:00	2011-12-19 00:00:00
878	35700	  47.12	  51.90	UATG Atyrau / Gur'yev AP, Kazakhstan	1925-01-01 00:00:00	2011-12-13 00:00:00
879	35746	  46.80	  61.70	Arals'sk / Aral'skoe More, Kazakhstan	1939-04-15 00:00:00	1996-01-31 00:00:00
880	35756	  46.88	  54.67	Kara-Kum Desert, Kazakhstan	9999999	9999999
881	35796	  46.83	  74.97	Balhash, Kazakhstan	1953-02-16 00:00:00	1996-01-05 00:00:00
